usuario,contiene,formato,idioma,largura_libro,clasificacion_edad,compone_saga,famoso,peso,tipo_narrador,libro,valoracion,timestep
77,magia,papel,spa,normal,adulto,si,si,intermedio,tercera_persona,283.0,3,28
77,humor,papel,spa,corto,adulto,no,no,intermedio,primera_persona,244.0,2,28
77,ciencia_ficcion,papel,spa,normal,juvenil,no,no,pesado,tercera_persona,398.0,3,31
77,misterio,papel,spa,largo,adulto,no,no,ligero,tercera_persona,339.0,4,31
77,suspense,papel,spa,normal,juvenil,no,no,pesado,tercera_persona,405.0,3,33
77,ficcion_historica,papel,spa,normal,adulto,si,si,intermedio,tercera_persona,80.0,3,36
77,fantasia,papel,spa,corto,juvenil,no,si,intermedio,tercera_persona,59.0,4,37
77,suspense,papel,spa,normal,juvenil,no,si,ligero,primera_persona,174.0,3,39
77,suspense,papel,spa,normal,adulto,si,si,pesado,tercera_persona,83.0,4,42
77,suspense,papel,spa,corto,adulto,no,si,ligero,primera_persona,381.0,4,42
77,fantasia,papel,spa,normal,infantil,si,no,intermedio,tercera_persona,0.0,4,42
77,misterio,papel,spa,corto,adulto,no,si,ligero,primera_persona,322.0,4,43
77,suspense,papel,spa,corto,juvenil,no,no,ligero,primera_persona,163.0,4,48
77,misterio,papel,spa,normal,adulto,si,si,intermedio,primera_persona,326.0,3,48
77,romance,papel,spa,normal,adulto,no,si,ligero,tercera_persona,344.0,3,49
77,suspense,papel,spa,normal,infantil,no,si,ligero,primera_persona,332.0,4,50
77,suspense,papel,cat,normal,adulto,si,si,ligero,tercera_persona,35.0,4,50
78,magia,papel,cat,corto,juvenil,si,si,pesado,primera_persona,0.0,4,0
78,magia,papel,eng,largo,infantil,si,no,pesado,primera_persona,290.0,4,0
78,humor,papel,eng,normal,juvenil,si,si,ligero,primera_persona,239.0,5,0
78,terror,papel,spa,largo,juvenil,si,si,intermedio,primera_persona,205.0,3,0
78,ficcion_historica,papel,eng,normal,infantil,si,si,pesado,tercera_persona,99.0,4,0
78,ficcion_historica,papel,eng,normal,juvenil,no,no,pesado,tercera_persona,141.0,4,3
78,ciencia_ficcion,papel,spa,corto,juvenil,si,no,ligero,tercera_persona,159.0,4,4
78,fantasia,papel,eng,corto,juvenil,no,si,ligero,primera_persona,57.0,3,4
78,magia,papel,spa,normal,juvenil,no,no,intermedio,tercera_persona,280.0,4,6
78,suspense,papel,eng,normal,juvenil,si,no,intermedio,tercera_persona,401.0,3,6
78,ciencia_ficcion,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,383.0,3,6
78,terror,papel,eng,corto,juvenil,no,si,ligero,tercera_persona,212.0,4,10
78,romance,papel,eng,largo,adulto,no,no,ligero,tercera_persona,372.0,3,21
78,ficcion_historica,papel,eng,normal,juvenil,no,si,intermedio,tercera_persona,40.0,3,22
78,romance,papel,cat,corto,infantil,no,no,ligero,primera_persona,348.0,2,24
78,misterio,audiolibro,eng,corto,juvenil,si,si,ligero,tercera_persona,317.0,3,24
78,ficcion_historica,papel,spa,corto,adulto,no,no,pesado,tercera_persona,109.0,3,37
78,misterio,papel,eng,largo,adulto,si,si,ligero,tercera_persona,310.0,3,48
78,suspense,papel,eng,normal,juvenil,no,no,ligero,primera_persona,337.0,3,52
78,humor,papel,spa,corto,infantil,si,no,ligero,primera_persona,254.0,3,54
78,magia,papel,cat,largo,juvenil,no,no,ligero,primera_persona,299.0,5,55
78,terror,papel,eng,normal,juvenil,no,si,intermedio,primera_persona,195.0,4,55
78,suspense,papel,spa,normal,juvenil,no,no,ligero,primera_persona,174.0,4,55
78,ciencia_ficcion,papel,eng,corto,infantil,no,no,ligero,primera_persona,397.0,4,55
78,suspense,audiolibro,spa,corto,juvenil,no,no,ligero,tercera_persona,60.0,4,55
78,misterio,papel,spa,normal,infantil,no,no,intermedio,tercera_persona,332.0,3,60
78,misterio,ebook,spa,corto,juvenil,si,no,ligero,tercera_persona,336.0,3,61
78,humor,papel,eng,largo,infantil,si,no,pesado,tercera_persona,262.0,4,64
78,ficcion_historica,papel,eng,normal,juvenil,si,si,pesado,tercera_persona,96.0,3,64
78,suspense,papel,spa,corto,infantil,si,no,intermedio,tercera_persona,410.0,3,64
78,suspense,papel,eng,normal,juvenil,si,no,ligero,tercera_persona,403.0,3,64
78,misterio,papel,cat,largo,juvenil,si,no,ligero,primera_persona,84.0,4,64
78,misterio,papel,eng,corto,juvenil,si,si,ligero,primera_persona,323.0,5,66
78,humor,papel,eng,corto,juvenil,si,no,pesado,tercera_persona,105.0,3,69
78,suspense,papel,cat,normal,infantil,si,si,intermedio,primera_persona,83.0,3,70
78,terror,papel,eng,normal,adulto,si,no,pesado,primera_persona,177.0,4,70
78,magia,ebook,spa,corto,juvenil,no,si,pesado,primera_persona,295.0,3,70
78,ficcion_historica,papel,cat,corto,juvenil,si,si,ligero,primera_persona,150.0,5,70
78,fantasia,audiolibro,eng,corto,juvenil,no,no,intermedio,tercera_persona,25.0,4,71
78,ciencia_ficcion,papel,eng,corto,infantil,no,si,ligero,primera_persona,392.0,5,71
78,romance,papel,cat,corto,infantil,no,no,ligero,tercera_persona,366.0,3,71
78,fantasia,papel,eng,largo,infantil,si,no,ligero,tercera_persona,3.0,4,71
78,fantasia,papel,eng,normal,juvenil,no,no,ligero,tercera_persona,58.0,4,71
78,romance,papel,eng,normal,juvenil,no,no,intermedio,tercera_persona,351.0,3,72
78,fantasia,papel,spa,corto,infantil,si,no,pesado,tercera_persona,28.0,4,72
78,suspense,papel,eng,corto,infantil,no,si,ligero,primera_persona,192.0,3,73
78,romance,papel,eng,normal,juvenil,si,si,ligero,primera_persona,365.0,3,73
79,ficcion_historica,papel,spa,largo,adulto,si,no,pesado,tercera_persona,122.0,4,0
79,misterio,papel,eng,largo,juvenil,no,si,ligero,tercera_persona,330.0,4,3
79,misterio,papel,eng,normal,infantil,si,si,ligero,tercera_persona,306.0,3,13
79,humor,ebook,eng,normal,adulto,si,si,ligero,tercera_persona,240.0,4,13
79,fantasia,papel,eng,largo,adulto,si,no,intermedio,primera_persona,52.0,4,13
79,fantasia,ebook,eng,corto,juvenil,no,no,intermedio,primera_persona,25.0,4,15
79,ciencia_ficcion,papel,spa,corto,juvenil,si,no,intermedio,tercera_persona,159.0,3,16
79,fantasia,audiolibro,eng,largo,infantil,no,no,ligero,primera_persona,61.0,4,26
79,suspense,papel,eng,corto,juvenil,si,no,ligero,primera_persona,409.0,3,27
79,misterio,ebook,spa,normal,adulto,si,no,ligero,tercera_persona,312.0,3,27
79,suspense,audiolibro,eng,largo,juvenil,si,no,pesado,tercera_persona,403.0,4,27
79,suspense,papel,spa,corto,juvenil,si,si,intermedio,primera_persona,22.0,4,33
79,misterio,ebook,eng,normal,adulto,si,si,ligero,tercera_persona,83.0,3,36
79,romance,papel,eng,corto,infantil,si,no,pesado,primera_persona,363.0,3,36
79,misterio,ebook,spa,normal,juvenil,si,si,intermedio,tercera_persona,304.0,3,36
79,suspense,ebook,eng,largo,juvenil,si,no,intermedio,tercera_persona,402.0,4,38
79,ficcion_historica,papel,spa,largo,juvenil,no,no,ligero,tercera_persona,144.0,4,39
79,humor,ebook,eng,largo,adulto,no,si,ligero,tercera_persona,262.0,4,39
79,ficcion_historica,papel,spa,normal,juvenil,no,no,ligero,primera_persona,85.0,4,39
79,suspense,ebook,eng,largo,adulto,no,si,intermedio,tercera_persona,411.0,4,42
79,humor,ebook,spa,normal,adulto,no,si,pesado,primera_persona,246.0,3,42
79,romance,audiolibro,spa,largo,juvenil,si,si,intermedio,primera_persona,372.0,4,43
79,suspense,ebook,eng,normal,juvenil,no,si,intermedio,tercera_persona,321.0,4,48
79,romance,ebook,eng,normal,juvenil,no,si,ligero,tercera_persona,344.0,4,48
79,fantasia,audiolibro,cat,largo,adulto,no,si,ligero,primera_persona,13.0,4,48
79,fantasia,papel,eng,normal,adulto,si,no,intermedio,primera_persona,42.0,3,48
79,ciencia_ficcion,papel,eng,normal,juvenil,no,no,pesado,primera_persona,396.0,4,49
79,suspense,papel,spa,normal,adulto,si,no,ligero,tercera_persona,412.0,3,50
79,humor,papel,eng,largo,adulto,si,si,pesado,primera_persona,266.0,4,50
79,terror,papel,eng,normal,adulto,no,no,pesado,primera_persona,176.0,3,53
79,romance,papel,spa,largo,juvenil,no,si,ligero,tercera_persona,366.0,3,54
79,terror,papel,cat,corto,infantil,no,no,ligero,primera_persona,217.0,3,54
79,fantasia,audiolibro,eng,corto,adulto,no,si,intermedio,tercera_persona,50.0,4,54
80,ficcion_historica,papel,spa,corto,juvenil,si,si,intermedio,primera_persona,119.0,2,1
80,humor,papel,eng,corto,adulto,no,si,ligero,tercera_persona,276.0,3,1
80,suspense,papel,eng,normal,juvenil,si,si,ligero,primera_persona,383.0,3,2
80,misterio,papel,spa,largo,adulto,si,no,ligero,primera_persona,312.0,3,2
80,romance,papel,spa,largo,adulto,si,no,ligero,tercera_persona,372.0,3,2
80,fantasia,papel,spa,corto,adulto,si,si,intermedio,primera_persona,20.0,3,5
80,romance,ebook,spa,corto,adulto,si,si,intermedio,tercera_persona,70.0,4,5
80,terror,papel,cat,corto,adulto,si,si,intermedio,primera_persona,217.0,3,5
80,fantasia,papel,spa,largo,adulto,no,si,intermedio,primera_persona,67.0,4,6
80,magia,papel,spa,normal,adulto,si,si,ligero,tercera_persona,284.0,4,14
80,suspense,papel,spa,normal,juvenil,si,no,pesado,tercera_persona,405.0,4,14
80,magia,papel,spa,largo,juvenil,no,no,pesado,primera_persona,291.0,3,15
80,humor,papel,eng,corto,infantil,no,no,intermedio,tercera_persona,36.0,4,15
80,fantasia,papel,eng,normal,adulto,si,si,pesado,tercera_persona,43.0,3,16
80,terror,papel,spa,corto,adulto,si,si,ligero,primera_persona,200.0,2,18
80,romance,papel,spa,normal,juvenil,si,si,intermedio,tercera_persona,357.0,5,19
80,suspense,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,174.0,4,20
80,ciencia_ficcion,papel,cat,corto,juvenil,si,si,ligero,primera_persona,387.0,4,21
80,misterio,papel,spa,corto,adulto,si,no,ligero,tercera_persona,315.0,3,32
80,terror,papel,spa,corto,adulto,no,si,ligero,tercera_persona,172.0,3,34
80,misterio,ebook,spa,normal,juvenil,no,si,intermedio,primera_persona,321.0,3,36
80,misterio,papel,spa,largo,juvenil,no,si,ligero,primera_persona,251.0,3,38
80,terror,papel,spa,corto,juvenil,si,no,intermedio,primera_persona,208.0,4,62
80,ficcion_historica,ebook,spa,normal,infantil,no,si,intermedio,tercera_persona,128.0,4,70
80,magia,papel,spa,normal,adulto,no,si,ligero,primera_persona,283.0,3,71
80,romance,papel,spa,corto,adulto,no,si,ligero,primera_persona,376.0,4,71
80,romance,papel,spa,normal,adulto,no,no,intermedio,primera_persona,5.0,4,71
80,misterio,papel,spa,normal,adulto,no,si,ligero,primera_persona,307.0,3,71
80,fantasia,papel,spa,largo,juvenil,si,si,pesado,tercera_persona,14.0,4,71
81,misterio,papel,cat,normal,adulto,si,si,ligero,tercera_persona,83.0,3,0
81,terror,papel,spa,normal,juvenil,no,si,pesado,tercera_persona,174.0,3,6
81,magia,papel,spa,largo,adulto,si,si,intermedio,tercera_persona,1.0,3,6
81,humor,papel,spa,corto,adulto,si,si,ligero,tercera_persona,234.0,3,10
81,magia,papel,spa,corto,adulto,no,no,intermedio,tercera_persona,281.0,3,10
81,suspense,papel,spa,normal,adulto,si,no,ligero,tercera_persona,412.0,2,15
81,ficcion_historica,papel,spa,largo,juvenil,si,no,intermedio,primera_persona,108.0,4,15
81,romance,papel,spa,corto,adulto,si,si,intermedio,tercera_persona,70.0,3,15
81,fantasia,papel,spa,corto,adulto,si,no,ligero,tercera_persona,53.0,4,15
81,magia,papel,spa,normal,juvenil,no,no,ligero,primera_persona,286.0,3,15
81,romance,ebook,spa,corto,adulto,no,no,ligero,tercera_persona,376.0,4,16
81,suspense,papel,spa,corto,adulto,si,si,ligero,tercera_persona,408.0,3,16
81,misterio,papel,spa,corto,adulto,si,si,pesado,tercera_persona,315.0,3,19
81,fantasia,papel,spa,normal,juvenil,no,no,pesado,primera_persona,21.0,4,19
81,suspense,papel,spa,normal,juvenil,no,no,ligero,tercera_persona,405.0,4,21
81,fantasia,papel,cat,corto,adulto,si,no,ligero,primera_persona,20.0,4,21
81,misterio,papel,spa,corto,adulto,si,si,pesado,primera_persona,322.0,3,22
81,romance,papel,spa,corto,adulto,no,si,ligero,primera_persona,348.0,4,45
81,suspense,papel,spa,normal,adulto,no,si,ligero,tercera_persona,339.0,3,49
81,misterio,papel,spa,normal,juvenil,si,si,pesado,primera_persona,309.0,4,49
81,suspense,papel,spa,largo,adulto,si,no,intermedio,primera_persona,402.0,3,53
81,ficcion_historica,papel,spa,normal,adulto,si,si,intermedio,primera_persona,80.0,4,53
81,ficcion_historica,papel,spa,corto,adulto,si,si,ligero,tercera_persona,125.0,3,53
82,ficcion_historica,papel,spa,normal,juvenil,si,no,intermedio,primera_persona,132.0,3,0
82,suspense,papel,spa,normal,juvenil,si,no,ligero,primera_persona,383.0,4,0
82,misterio,papel,cat,normal,infantil,no,si,ligero,primera_persona,83.0,4,1
82,suspense,papel,spa,normal,infantil,no,si,pesado,tercera_persona,332.0,3,1
82,ciencia_ficcion,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,388.0,4,4
82,misterio,papel,spa,normal,juvenil,no,si,intermedio,tercera_persona,321.0,3,19
82,suspense,papel,spa,corto,juvenil,no,no,intermedio,tercera_persona,311.0,3,19
82,suspense,papel,spa,normal,infantil,no,si,ligero,primera_persona,162.0,4,19
82,misterio,papel,spa,largo,juvenil,no,no,ligero,primera_persona,325.0,4,19
82,misterio,papel,eng,normal,infantil,no,no,ligero,primera_persona,324.0,4,19
82,fantasia,papel,spa,largo,infantil,si,si,ligero,primera_persona,61.0,3,19
82,humor,papel,spa,largo,juvenil,no,no,ligero,primera_persona,227.0,3,19
82,romance,papel,cat,corto,infantil,no,no,ligero,tercera_persona,348.0,4,21
82,magia,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,295.0,3,25
82,suspense,papel,spa,largo,juvenil,no,si,ligero,primera_persona,411.0,3,26
82,terror,papel,spa,corto,juvenil,si,no,intermedio,tercera_persona,208.0,5,26
82,ficcion_historica,papel,spa,largo,juvenil,si,no,ligero,tercera_persona,108.0,3,29
82,terror,papel,spa,largo,juvenil,si,si,ligero,primera_persona,204.0,3,29
83,suspense,papel,cat,normal,infantil,no,si,ligero,primera_persona,35.0,3,0
83,humor,papel,spa,corto,adulto,no,no,ligero,primera_persona,242.0,3,3
83,misterio,papel,eng,normal,juvenil,si,no,ligero,primera_persona,84.0,4,8
83,romance,papel,eng,corto,adulto,no,no,ligero,tercera_persona,361.0,4,8
83,ciencia_ficcion,papel,eng,normal,adulto,si,si,ligero,tercera_persona,43.0,4,9
83,ciencia_ficcion,papel,eng,corto,adulto,si,no,ligero,tercera_persona,390.0,3,10
83,humor,papel,spa,normal,adulto,si,no,pesado,primera_persona,246.0,4,11
83,ficcion_historica,papel,cat,corto,adulto,no,si,intermedio,tercera_persona,103.0,3,16
83,humor,papel,spa,corto,adulto,si,si,ligero,tercera_persona,234.0,4,16
83,humor,papel,cat,corto,juvenil,no,si,pesado,primera_persona,271.0,3,17
83,romance,papel,cat,largo,juvenil,si,si,ligero,tercera_persona,357.0,3,18
83,ficcion_historica,ebook,eng,normal,adulto,no,si,pesado,tercera_persona,121.0,3,18
83,humor,papel,eng,corto,adulto,no,si,pesado,primera_persona,225.0,4,18
83,suspense,papel,spa,normal,juvenil,si,si,ligero,primera_persona,383.0,3,29
83,magia,papel,spa,corto,adulto,no,no,ligero,primera_persona,281.0,3,31
83,misterio,papel,eng,corto,adulto,si,no,ligero,tercera_persona,315.0,4,31
83,humor,papel,eng,normal,adulto,si,no,intermedio,tercera_persona,240.0,4,31
83,magia,papel,spa,largo,adulto,no,no,ligero,tercera_persona,291.0,5,31
83,magia,papel,eng,normal,juvenil,no,si,intermedio,primera_persona,297.0,4,31
83,ficcion_historica,papel,eng,normal,adulto,no,si,ligero,tercera_persona,81.0,3,41
83,misterio,ebook,cat,normal,juvenil,no,no,intermedio,tercera_persona,83.0,4,41
83,ciencia_ficcion,ebook,cat,normal,juvenil,no,no,intermedio,tercera_persona,394.0,4,44
83,romance,papel,cat,largo,adulto,no,no,ligero,primera_persona,348.0,2,48
83,fantasia,papel,eng,normal,adulto,no,no,ligero,tercera_persona,8.0,4,48
83,magia,ebook,cat,normal,adulto,no,no,intermedio,tercera_persona,0.0,3,48
83,misterio,papel,spa,normal,infantil,no,no,ligero,tercera_persona,332.0,3,48
83,romance,papel,eng,normal,adulto,si,si,ligero,primera_persona,346.0,4,48
83,suspense,papel,spa,corto,infantil,si,no,pesado,tercera_persona,410.0,3,48
83,magia,papel,eng,corto,adulto,si,si,pesado,primera_persona,287.0,3,48
83,ficcion_historica,ebook,eng,corto,adulto,si,no,pesado,primera_persona,146.0,4,50
83,fantasia,papel,spa,corto,adulto,si,si,ligero,tercera_persona,20.0,3,52
83,misterio,papel,spa,largo,adulto,no,si,ligero,primera_persona,322.0,4,62
83,misterio,papel,eng,largo,juvenil,no,si,ligero,tercera_persona,330.0,3,63
83,misterio,papel,eng,corto,adulto,si,si,ligero,primera_persona,317.0,4,63
83,humor,papel,spa,corto,juvenil,si,no,pesado,tercera_persona,105.0,3,74
83,ciencia_ficcion,papel,spa,normal,juvenil,no,no,ligero,tercera_persona,398.0,5,78
83,fantasia,papel,eng,corto,juvenil,si,no,intermedio,primera_persona,70.0,3,78
83,magia,papel,spa,normal,adulto,no,no,ligero,primera_persona,284.0,3,78
83,romance,papel,spa,corto,adulto,si,si,ligero,primera_persona,363.0,4,78
84,ficcion_historica,papel,eng,normal,juvenil,si,si,ligero,tercera_persona,96.0,3,0
84,magia,papel,spa,normal,juvenil,no,si,pesado,primera_persona,297.0,4,1
84,ficcion_historica,papel,spa,largo,juvenil,no,si,intermedio,tercera_persona,137.0,4,7
84,romance,ebook,eng,normal,juvenil,no,si,ligero,tercera_persona,344.0,4,7
84,magia,papel,cat,normal,juvenil,no,no,intermedio,primera_persona,0.0,4,10
84,humor,audiolibro,eng,normal,juvenil,no,no,intermedio,primera_persona,257.0,3,10
84,suspense,papel,eng,normal,infantil,si,no,ligero,tercera_persona,162.0,3,14
84,magia,papel,eng,corto,infantil,no,no,ligero,primera_persona,289.0,3,14
84,terror,papel,eng,corto,infantil,si,no,ligero,primera_persona,220.0,3,16
84,magia,ebook,eng,largo,infantil,si,no,ligero,tercera_persona,1.0,4,17
84,ciencia_ficcion,audiolibro,spa,normal,infantil,si,si,ligero,primera_persona,388.0,3,17
84,fantasia,papel,spa,normal,juvenil,no,si,pesado,primera_persona,34.0,4,17
84,suspense,papel,eng,largo,adulto,no,si,ligero,primera_persona,402.0,3,18
84,ficcion_historica,ebook,spa,largo,infantil,no,si,intermedio,tercera_persona,135.0,3,20
84,ficcion_historica,papel,eng,largo,juvenil,no,si,ligero,primera_persona,144.0,4,21
84,romance,ebook,cat,largo,infantil,no,no,ligero,primera_persona,348.0,4,22
84,humor,audiolibro,eng,corto,juvenil,no,si,ligero,primera_persona,249.0,2,26
84,magia,ebook,spa,normal,juvenil,si,no,pesado,tercera_persona,10.0,4,88
84,suspense,papel,spa,corto,juvenil,si,no,intermedio,primera_persona,409.0,3,89
84,humor,ebook,eng,largo,juvenil,no,si,ligero,primera_persona,262.0,4,89
84,humor,papel,eng,largo,juvenil,si,si,ligero,tercera_persona,228.0,4,89
84,fantasia,papel,spa,corto,adulto,si,no,ligero,primera_persona,53.0,4,89
84,fantasia,papel,spa,corto,juvenil,no,no,intermedio,tercera_persona,18.0,4,89
84,misterio,audiolibro,spa,largo,juvenil,no,si,pesado,primera_persona,329.0,4,89
84,terror,ebook,spa,normal,juvenil,no,no,ligero,primera_persona,168.0,4,89
84,misterio,papel,eng,corto,juvenil,no,no,pesado,primera_persona,334.0,4,89
84,humor,papel,eng,normal,infantil,no,no,ligero,tercera_persona,265.0,4,89
84,suspense,papel,eng,largo,infantil,si,si,intermedio,primera_persona,411.0,4,89
84,ciencia_ficcion,ebook,spa,corto,adulto,no,no,pesado,primera_persona,393.0,4,89
84,terror,papel,spa,largo,infantil,si,no,intermedio,tercera_persona,196.0,3,89
84,fantasia,ebook,eng,normal,juvenil,no,si,intermedio,primera_persona,35.0,4,89
84,ficcion_historica,papel,eng,largo,infantil,no,si,intermedio,primera_persona,149.0,5,89
84,terror,ebook,eng,corto,juvenil,si,no,intermedio,tercera_persona,191.0,3,89
84,ciencia_ficcion,papel,eng,largo,juvenil,si,no,ligero,tercera_persona,398.0,4,89
84,humor,ebook,cat,largo,juvenil,si,no,intermedio,tercera_persona,70.0,2,89
84,ciencia_ficcion,ebook,spa,corto,juvenil,no,si,pesado,tercera_persona,394.0,4,89
85,romance,papel,spa,corto,infantil,si,no,pesado,tercera_persona,363.0,4,0
85,misterio,ebook,spa,corto,juvenil,si,no,ligero,tercera_persona,336.0,4,0
85,fantasia,papel,spa,corto,juvenil,si,no,ligero,primera_persona,73.0,4,0
85,ciencia_ficcion,papel,spa,corto,juvenil,no,si,ligero,tercera_persona,394.0,4,0
85,suspense,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,383.0,4,0
85,suspense,papel,spa,corto,juvenil,si,no,pesado,primera_persona,409.0,3,0
85,terror,papel,spa,largo,infantil,no,no,pesado,tercera_persona,158.0,3,0
85,suspense,ebook,spa,corto,juvenil,no,si,intermedio,tercera_persona,57.0,4,0
85,magia,audiolibro,spa,normal,adulto,no,si,ligero,tercera_persona,284.0,4,3
85,suspense,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,163.0,3,4
85,ficcion_historica,papel,spa,corto,adulto,no,si,pesado,tercera_persona,118.0,4,4
85,magia,ebook,spa,normal,juvenil,no,si,ligero,primera_persona,297.0,4,8
85,magia,ebook,spa,corto,infantil,no,si,intermedio,primera_persona,289.0,3,8
85,terror,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,164.0,3,12
85,magia,papel,spa,normal,juvenil,si,no,ligero,primera_persona,279.0,4,13
85,terror,papel,spa,largo,juvenil,si,no,intermedio,tercera_persona,205.0,4,17
85,fantasia,papel,spa,corto,juvenil,no,si,ligero,primera_persona,31.0,4,38
86,suspense,papel,spa,normal,infantil,no,si,ligero,tercera_persona,332.0,4,0
86,suspense,papel,spa,corto,infantil,no,no,pesado,primera_persona,89.0,4,0
86,magia,papel,spa,normal,juvenil,si,no,intermedio,primera_persona,279.0,4,0
86,misterio,papel,spa,largo,infantil,si,no,ligero,tercera_persona,320.0,4,0
86,magia,papel,spa,normal,infantil,si,no,ligero,primera_persona,296.0,3,0
86,humor,papel,eng,corto,juvenil,no,no,pesado,tercera_persona,271.0,3,0
86,terror,audiolibro,spa,normal,juvenil,no,no,intermedio,tercera_persona,168.0,3,0
86,ciencia_ficcion,papel,spa,largo,juvenil,no,no,intermedio,primera_persona,394.0,3,2
86,romance,papel,spa,normal,adulto,no,no,ligero,primera_persona,364.0,3,10
86,suspense,papel,spa,normal,adulto,no,si,ligero,tercera_persona,307.0,4,11
86,suspense,papel,spa,corto,infantil,si,si,pesado,tercera_persona,28.0,4,13
86,romance,papel,spa,largo,juvenil,si,si,pesado,primera_persona,372.0,3,13
86,romance,papel,spa,normal,infantil,si,no,intermedio,primera_persona,368.0,3,13
86,misterio,ebook,spa,normal,juvenil,no,si,ligero,primera_persona,321.0,3,13
86,misterio,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,84.0,4,20
86,magia,papel,spa,largo,infantil,no,no,ligero,tercera_persona,291.0,5,21
86,suspense,ebook,spa,normal,juvenil,no,no,intermedio,tercera_persona,35.0,3,23
86,fantasia,papel,spa,normal,juvenil,no,no,ligero,primera_persona,21.0,3,23
86,ciencia_ficcion,papel,eng,normal,infantil,si,no,ligero,tercera_persona,399.0,5,26
86,romance,papel,spa,largo,infantil,si,no,pesado,tercera_persona,363.0,3,26
86,ciencia_ficcion,papel,spa,largo,infantil,si,si,intermedio,primera_persona,379.0,4,28
86,humor,papel,spa,corto,infantil,no,si,pesado,tercera_persona,230.0,4,31
86,ficcion_historica,papel,spa,largo,juvenil,no,si,ligero,tercera_persona,144.0,4,32
86,misterio,papel,cat,corto,juvenil,si,si,ligero,primera_persona,313.0,4,32
86,fantasia,papel,spa,normal,juvenil,no,si,intermedio,tercera_persona,40.0,3,33
86,magia,papel,spa,corto,juvenil,si,si,pesado,tercera_persona,287.0,3,34
86,suspense,papel,cat,largo,juvenil,no,si,ligero,primera_persona,57.0,4,34
86,fantasia,papel,spa,largo,infantil,si,si,pesado,primera_persona,61.0,4,34
86,terror,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,163.0,4,38
86,fantasia,papel,spa,corto,juvenil,si,no,ligero,tercera_persona,16.0,3,38
86,fantasia,papel,spa,normal,infantil,si,si,ligero,primera_persona,45.0,3,38
86,ficcion_historica,papel,spa,normal,infantil,si,no,intermedio,primera_persona,114.0,3,39
86,magia,ebook,spa,normal,adulto,no,no,ligero,primera_persona,284.0,4,39
86,romance,ebook,spa,corto,juvenil,no,si,pesado,tercera_persona,366.0,3,43
86,romance,papel,spa,corto,adulto,no,no,ligero,tercera_persona,376.0,4,44
86,magia,papel,spa,largo,juvenil,no,no,ligero,primera_persona,1.0,4,46
86,magia,ebook,spa,largo,juvenil,si,no,ligero,primera_persona,290.0,4,47
86,fantasia,papel,spa,corto,infantil,no,no,intermedio,primera_persona,12.0,3,48
86,misterio,papel,cat,normal,juvenil,no,no,intermedio,primera_persona,83.0,4,48
86,suspense,ebook,cat,largo,juvenil,si,si,pesado,primera_persona,22.0,5,52
86,fantasia,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,23.0,4,52
86,magia,papel,eng,normal,juvenil,no,si,intermedio,tercera_persona,297.0,3,69
86,suspense,papel,spa,largo,juvenil,si,no,ligero,tercera_persona,402.0,4,69
87,misterio,papel,spa,normal,juvenil,si,si,pesado,tercera_persona,308.0,3,0
87,misterio,papel,spa,normal,adulto,no,si,intermedio,tercera_persona,331.0,4,5
87,fantasia,papel,cat,corto,adulto,no,si,pesado,tercera_persona,20.0,5,6
87,ciencia_ficcion,papel,spa,largo,juvenil,si,si,pesado,tercera_persona,159.0,4,6
87,suspense,papel,spa,largo,adulto,no,si,intermedio,primera_persona,402.0,3,7
87,ficcion_historica,papel,cat,normal,adulto,si,no,ligero,tercera_persona,83.0,4,9
87,humor,papel,spa,corto,juvenil,si,no,ligero,primera_persona,16.0,3,9
87,suspense,papel,spa,normal,adulto,no,no,intermedio,primera_persona,178.0,4,12
87,suspense,papel,spa,corto,adulto,si,si,ligero,primera_persona,408.0,3,12
87,romance,papel,spa,largo,adulto,no,si,ligero,primera_persona,372.0,3,12
87,ficcion_historica,ebook,spa,corto,adulto,si,si,pesado,primera_persona,125.0,5,12
87,humor,ebook,cat,corto,juvenil,si,si,intermedio,primera_persona,249.0,3,12
87,suspense,papel,spa,normal,adulto,si,si,ligero,primera_persona,412.0,3,12
87,terror,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,174.0,4,12
87,fantasia,papel,spa,corto,infantil,no,no,intermedio,tercera_persona,36.0,4,12
87,suspense,papel,cat,corto,infantil,no,si,intermedio,primera_persona,410.0,2,12
87,suspense,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,383.0,4,12
87,suspense,ebook,cat,normal,infantil,no,no,ligero,primera_persona,35.0,2,12
87,magia,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,279.0,3,12
87,romance,papel,spa,corto,juvenil,no,si,intermedio,primera_persona,366.0,2,12
87,suspense,papel,spa,largo,adulto,no,no,ligero,primera_persona,411.0,4,16
